	title	vol	Name of Author	Claimed Provenance	start	end	Colophon
016(ma)003	dam tshig thams cad kyi nyams chag skong ba'i lung bshags pa thams cad kyi rgyud dri ma med pa'i rgyal po/	16	Unknown		169	286	rgya gar gyi mkhan po bi ma la mi tra dang | bod kyi lo ts+AA ba gnyags dz+ny+AA na ku m+AA ras bsgyur cing zhus te gtan la phab pa'o || dus phyis yi ge rgyun 'phyugs pas ma dag pa rnams sngar gyi dpe rnying khungs thub dag la gtugs shing gong ma'i gsung rgyun dang | gzhung don la dpyad de rang bzos ma bslad par dge slong mtsho skyes bzhad pas brda tshig gnyis ka dpyis phyin par zhus dag par bgyis te yid brtan du rung ba'i phyi mor basngagasa pa dge zhing bkra shis par gyur cig | slar yang khams dang dbus phyogs su sngar nas yig rgyun so sor gyes pas tshig 'bru 'ga' re chad lhag 'dug pa rnams dge pa Na zhabs nas rnying rgyud spar gyi skabs zhib par bcos te yid brtan du rung bar mdzad pa las zhal bshus pa sid+d+hi rastu
016(ma)004	rnal 'byor gyi spyi khrus dong sprugs kyi brgyud 'debs/	16	Gyur med rdo rje gter bdag gling pa & 'Jigs bral ye shes rdo rje	Tib	287	288	zhes rgyal khams pa 'gyur med rdo rjes so || de ltar gter chen 'gyur med rdo rje'i gsung la brgyud pa'i mtshan rim gsal cha cung zad dang bcas gter chen nas bdag gi rigs bdag bla ma'i bar kha skong ba po ni 'jigs bral ye shes rdo rje'o ||
016(ma)005	na rag dong sprugs kyi cho ga 'khor ba kun sgrol/	16	Gyur med rdo rje gter bdag gling pa	Tib	289	394	na rag dong sprugs rnal 'byor gyi spyi khrus chen po'i cho ga 'khor ba kun sgrol zhes bya ba 'di ni | rtse le chos rje mthu stobs rnam par rgyal ba dang | mdo khams go 'jo ba sdom brtson shes rab 'od zer sogs don gnyer can du mas snga phyir nan tan du bskul ba las | rig pa 'dzin pa 'gyur med rdo rjes rang lo zhe dgu pa la o rgyan smin grol gling gi dge gnas su sbyar ba'i yi ge pa ni mkhan chen lo ts+AA ba d+harma sh+r+Ai'o ||
016(ma)006	na rag dong sprugs kyi cho ga 'khor ba kun sgrol gyi zur 'debs lhan thabs ngo mtshar rin chen phreng ba/	16	Unknown		395	408	
016(ma)007	na rag dong sprugs kyi cho ga bde chen lam bzang /	16	sMin gling mkhan chen 02 D+harma ShrI	Tib	409	528	dpal rdo rje sems dpa' gsang chen rigs bsdus kyi cho ga bde chen lam bzang zhes bya ba 'di ni | shing rta chen po sangs rgyas gsang ba dang bi ma la mi tra'i man ngag gi bka' srol bzhin sngar khrigs su bkod pa las don gcig tshig gi brjod pa tha dad pa rnams 'don bde ba'i slad du phyis khrom sprugs kyi chog khrigs bkod pa dang mthun par byas nas | slar yang rig pa 'dzin pa 'gyur med rdo rjes ji ltar bkod pa bzhin du gnas brtan lo ts+AA ba ngag gi dbang phyug chos dpal rgya mtshos gtsang dag tu spel ba ste | o rgyan smin grol gling gi gtsug lag khang du rnam gnon gyi lo cho 'phrul chen po'i dus chen la grub par bgyis pa'o ||
016(ma)008	na rag dong sprugs las phyag gi bkol byang /	16	Unknown		529	550	a ti pu hoH pra ti pu hoH zhes bshags pa'i rgyud dri ma med pa'i rgyal po las phyag gi rim pa khol 'don du bkol ba'o ||
016(ma)009	na rag dong sprugs kyi sngon 'gro bla ma'i rnal 'byor/	16	Jigs bral ye shes rdo rje	Tib	551	552	ye shes rdo rje'i dngos grub la dbang 'byor bar bsam la dar cig klod de mnyam par gzhag go || zhes pa'ang khrid yig las dz+ny+AA nas bkol ba'o ||
016(ma)010	na rag dong sprugs phyag rgya gcig pa'i sgrub thabs zab don nying khu/	16	sMin gling mkhan chen 02 D+harma ShrI	Tib	553	572	ces pa 'di yang rje btsun bla ma dam pa bka' drin mtshungs med gter chen chos kyi rgyal po'i bka'i gnang ba legs par thob pa la brten nas | gang gi bka' drin kho nas 'tsho ba'i gnyos btsun d+harma sh+r+Ais chu lug nag zla'i chos brgyad kyi nyin mo stan thog gcig la rdzogs par spel ba'o ||
016(ma)011	na rag dong sprugs phyag rgya gcig pa'i rgyun khyer yang zab snying po/	16	'Jigs bral ye shes rdo rje	Tib	573	580	zhes pa'ang | rgya'i sngags ston bsod nams chos kyi rgyal mtshan nas bskul bar mdzad pa las dong sprugs rtsa ba'i khrid yig gi snying po don gyi bcud phyungs te 'jigs bral ye shes rdo rjes sbyar ba dge legs su gyur cig ||
016(ma)012	na rag dong sprugs phyag rgya gcig pa'i khid yig zab lam snang byed/	16	sMin gling mkhan chen 02 D+harma ShrI	Tib	581	600	zhes na rag dong sprugs kyi dbang don ji ltar nyams su len pa'i khrid yig 'di yang blo ldan dge slong o rgyan bsod nams kyis bskul ba'i ngor | gter chen chos kyi rgyal po'i bka' drin gyis 'tsho ba'i gnyos kyi dge slong rmongs pa d+harma sh+r+Ais sbyar ba'i yi ge pa ni legs gling chos mdzad dge slong 'gyur med mchog grub kyis bgyis pa dge legs 'phel ||
016(ma)013	na rag dong sprugs kyi dbang gi cho mtshams sbyor gyis brgyan pa bde chen lam bzang /_rgyal sras gzhan phan mtha' yas kyi gsung /	16	Mi 'gyur dpal sgron & gZhan phan mtha' yas 'od zer	Tib	601	678	gnyos btsun dge bsnyen mi 'gyur dpal sgron gyis || rang mnyam kun la phan sems dag pas spel || dge sgrub de yi bsod nams mthus || mkha' mnyam 'gro dang lhan cig tu || yang dag snying po'i don rtogs nas || gzhan don rlabs chen spyod par shog | de ltar zhi khro na raka dong sprugs kyi rtsa ba'i dbang chog la | rje btsun mi 'gyur dpal sgron gyis mdzad pa'i mtshams sbyor lhan thabs nyid 'jug bde bklag chog ma'i dbang du gzhung dkyus su bsdebs par mdzad pa po ni rgyal sras gzhan phan mtha' yas te | da lta snga 'gyur bka' ma'i skor rnams phyogs gcig tu bsdu ba'i skabs su slar yang yig rnying dang phyag rgyun sogs la bstun te zhi ba mor dpyad pa'i sgo nas zhus zhing dag par byed pa po ni 'jigs bral ye shes rdo rje'o ||
