Derge	Lhasa	BuddhaNexus link
K12D0725=D0909 	H0675 	https://buddhanexus.net/tib/text/K12D0725=D0909_H0675
K12D0726 	H0676 	https://buddhanexus.net/tib/text/K12D0726_H0676
K12D0727=D0745=D1000 	H0677 	https://buddhanexus.net/tib/text/K12D0727=D0745=D1000_H0677
K12D0728 	H0678 	https://buddhanexus.net/tib/text/K12D0728_H0678
K12D0858=D0528 	H0679=H0534 	https://buddhanexus.net/tib/text/K12D0858=D0528_H0679=H0534
K12D0729=D1001 	H0680 	https://buddhanexus.net/tib/text/K12D0729=D1001_H0680
K12D0730=D1002 	H0681 	https://buddhanexus.net/tib/text/K12D0730=D1002_H0681
K12D0682=D0901 	H0682 	https://buddhanexus.net/tib/text/K12D0682=D0901_H0682
K12D0738=D1092 	H0683 	https://buddhanexus.net/tib/text/K12D0738=D1092_H0683
K12D0739 	H0684 	https://buddhanexus.net/tib/text/K12D0739_H0684
K12D0740=D1005 	H0685 	https://buddhanexus.net/tib/text/K12D0740=D1005_H0685
K12D0741=D1006 	H0686 	https://buddhanexus.net/tib/text/K12D0741=D1006_H0686
K12D0744 	H0687 	https://buddhanexus.net/tib/text/K12D0744_H0687
K12D0747 	H0688 	https://buddhanexus.net/tib/text/K12D0747_H0688
K12D0686 	H0689 	https://buddhanexus.net/tib/text/K12D0686_H0689
K12D0686-2 	H0689-2 	https://buddhanexus.net/tib/text/K12D0686-2_H0689-2
K12D0743=D1009 	H0690 	https://buddhanexus.net/tib/text/K12D0743=D1009_H0690
K12D0746 	H0691 	https://buddhanexus.net/tib/text/K12D0746_H0691
K12D0746-2 	H0691-2 	https://buddhanexus.net/tib/text/K12D0746-2_H0691-2
K12D0749=D0950 	H0692 	https://buddhanexus.net/tib/text/K12D0749=D0950_H0692
K12D0750=D0949 	H0693 	https://buddhanexus.net/tib/text/K12D0750=D0949_H0693
K12D0751=D0946 	H0694 	https://buddhanexus.net/tib/text/K12D0751=D0946_H0694
K12D0752=D0954 	H0695 	https://buddhanexus.net/tib/text/K12D0752=D0954_H0695
K12D0753=D0955 	H0696 	https://buddhanexus.net/tib/text/K12D0753=D0955_H0696
K12D0754=D0951 	H0697 	https://buddhanexus.net/tib/text/K12D0754=D0951_H0697
K12D0759=D0964 	H0698 	https://buddhanexus.net/tib/text/K12D0759=D0964_H0698
K12D0760=D0965 	H0699 	https://buddhanexus.net/tib/text/K12D0760=D0965_H0699
K12D0763=D0966 	H0700 	https://buddhanexus.net/tib/text/K12D0763=D0966_H0700
K12D0761 	H0701 	https://buddhanexus.net/tib/text/K12D0761_H0701
K12D0762 	H0702 	https://buddhanexus.net/tib/text/K12D0762_H0702
K12D0755=D0957 	H0703 	https://buddhanexus.net/tib/text/K12D0755=D0957_H0703
K12D0757=D0947 	H0704 	https://buddhanexus.net/tib/text/K12D0757=D0947_H0704
K12D06555=D0959 	H0705 	https://buddhanexus.net/tib/text/K12D06555=D0959_H0705
K12D0766 	H0706 	https://buddhanexus.net/tib/text/K12D0766_H0706
K12D0767 	H0707 	https://buddhanexus.net/tib/text/K12D0767_H0707
K12D0768=D0973 	H0708 	https://buddhanexus.net/tib/text/K12D0768=D0973_H0708
K12D0541=D0931 	H0709 	https://buddhanexus.net/tib/text/K12D0541=D0931_H0709
K12D0770 	H0710 	https://buddhanexus.net/tib/text/K12D0770_H0710
K12D0724 	H0711 	https://buddhanexus.net/tib/text/K12D0724_H0711
K12D0724-2 	H0711-2 	https://buddhanexus.net/tib/text/K12D0724-2_H0711-2
K12D0764=D0970 	H0712 	https://buddhanexus.net/tib/text/K12D0764=D0970_H0712
K12D0765 	H0713 	https://buddhanexus.net/tib/text/K12D0765_H0713
K12D0772=D0907 	H0714 	https://buddhanexus.net/tib/text/K12D0772=D0907_H0714
K12D0773=D0969 	H0715 	https://buddhanexus.net/tib/text/K12D0773=D0969_H0715
K12D0774=D1074 	H0716 	https://buddhanexus.net/tib/text/K12D0774=D1074_H0716
K12D0775=D1075 	H0717 	https://buddhanexus.net/tib/text/K12D0775=D1075_H0717
K12D0776=D1076 	H0718 	https://buddhanexus.net/tib/text/K12D0776=D1076_H0718
K12D0777=D1011-2 	H0719-2 	https://buddhanexus.net/tib/text/K12D0777=D1011-2_H0719-2
K12D0778=D1012 	H0720 	https://buddhanexus.net/tib/text/K12D0778=D1012_H0720
K12D0779=D1049 	H0721 	https://buddhanexus.net/tib/text/K12D0779=D1049_H0721
K12D0780=D1031 	H0722 	https://buddhanexus.net/tib/text/K12D0780=D1031_H0722
K12D0781=D1032 	H0723 	https://buddhanexus.net/tib/text/K12D0781=D1032_H0723
K12D539A(100b7-101a5)=D0866 	H0724 	https://buddhanexus.net/tib/text/K12D539A(100b7-101a5)=D0866_H0724
K12D0522=D0848 	H0725 	https://buddhanexus.net/tib/text/K12D0522=D0848_H0725
K12D0783=D1060 	H0726 	https://buddhanexus.net/tib/text/K12D0783=D1060_H0726
K12D0784=D1021 	H0727 	https://buddhanexus.net/tib/text/K12D0784=D1021_H0727
K12D0785=D1022 	H0728 	https://buddhanexus.net/tib/text/K12D0785=D1022_H0728
K12D0786=D1023 	H0729 	https://buddhanexus.net/tib/text/K12D0786=D1023_H0729
K12D0787=D1025 	H0730 	https://buddhanexus.net/tib/text/K12D0787=D1025_H0730
K12D0788=D1026 	H0731 	https://buddhanexus.net/tib/text/K12D0788=D1026_H0731
K12D0789=D1027 	H0732 	https://buddhanexus.net/tib/text/K12D0789=D1027_H0732
K12D0790=D1028 	H0733 	https://buddhanexus.net/tib/text/K12D0790=D1028_H0733
K12D0791=D1033 	H0734 	https://buddhanexus.net/tib/text/K12D0791=D1033_H0734
K12D0792=D1034 	H0735 	https://buddhanexus.net/tib/text/K12D0792=D1034_H0735
K12D0793=D1029 	H0736 	https://buddhanexus.net/tib/text/K12D0793=D1029_H0736
K12D0794=D1030 	H0737 	https://buddhanexus.net/tib/text/K12D0794=D1030_H0737
K12D0795=D1051 	H0738 	https://buddhanexus.net/tib/text/K12D0795=D1051_H0738
K12D0796=D1035 	H0739 	https://buddhanexus.net/tib/text/K12D0796=D1035_H0739
K12D0797=D1053 	H0740 	https://buddhanexus.net/tib/text/K12D0797=D1053_H0740
K12D0798=D1054 	H0741 	https://buddhanexus.net/tib/text/K12D0798=D1054_H0741
K12D0799=D1055 	H0742 	https://buddhanexus.net/tib/text/K12D0799=D1055_H0742
K12D0800=D1056 	H0743 	https://buddhanexus.net/tib/text/K12D0800=D1056_H0743
K12D0801=D1057 	H0744 	https://buddhanexus.net/tib/text/K12D0801=D1057_H0744
K12D0802=D1058 	H0745 	https://buddhanexus.net/tib/text/K12D0802=D1058_H0745
K12D0803=D1050 	H0746 	https://buddhanexus.net/tib/text/K12D0803=D1050_H0746
K12D0576=D0932 	H0747 	https://buddhanexus.net/tib/text/K12D0576=D0932_H0747
K12D0577=D0933 	H0748 	https://buddhanexus.net/tib/text/K12D0577=D0933_H0748
K12D0578=D0934 	H0749 	https://buddhanexus.net/tib/text/K12D0578=D0934_H0749
K12D0579=D0935 	H0750 	https://buddhanexus.net/tib/text/K12D0579=D0935_H0750
K12D0580=D0936 	H0751 	https://buddhanexus.net/tib/text/K12D0580=D0936_H0751
K12D0581=D0937 	H0752 	https://buddhanexus.net/tib/text/K12D0581=D0937_H0752
K12D0582=D0938 	H0753 	https://buddhanexus.net/tib/text/K12D0582=D0938_H0753
K12D0583=D0939 	H0754 	https://buddhanexus.net/tib/text/K12D0583=D0939_H0754
K12D0584=D0940 	H0755 	https://buddhanexus.net/tib/text/K12D0584=D0940_H0755
K12D0585=D0941 	H0756 	https://buddhanexus.net/tib/text/K12D0585=D0941_H0756
K12D0586=D0942 	H0757 	https://buddhanexus.net/tib/text/K12D0586=D0942_H0757
K12D0587=D0943 	H0758 	https://buddhanexus.net/tib/text/K12D0587=D0943_H0758
K12D0588=D0944 	H0759 	https://buddhanexus.net/tib/text/K12D0588=D0944_H0759
K12D0589=D0945 	H0760 	https://buddhanexus.net/tib/text/K12D0589=D0945_H0760
K12D0805 	H0761 	https://buddhanexus.net/tib/text/K12D0805_H0761
K12D0806 	H0762 	https://buddhanexus.net/tib/text/K12D0806_H0762
K12D0808 	H0763 	https://buddhanexus.net/tib/text/K12D0808_H0763
K12D0807 	H0764 	https://buddhanexus.net/tib/text/K12D0807_H0764
K12D0242-1 	H0765-1c=H0243-1 	https://buddhanexus.net/tib/text/K12D0242-1_H0765-1c=H0243-1
K12D0809 	H0766 	https://buddhanexus.net/tib/text/K12D0809_H0766
K12D0810 	H0767 	https://buddhanexus.net/tib/text/K12D0810_H0767
K12D0811 	H0768 	https://buddhanexus.net/tib/text/K12D0811_H0768
K12D0722=D0812=D1094 	H0661 	https://buddhanexus.net/tib/text/K12D0722=D0812=D1094_H0661
K12D0813=D1098 	H0770 	https://buddhanexus.net/tib/text/K12D0813=D1098_H0770
K12D0814=D1099 	H0771 	https://buddhanexus.net/tib/text/K12D0814=D1099_H0771
K12D0815 	H0772 	https://buddhanexus.net/tib/text/K12D0815_H0772
K12D0816 	H0773 	https://buddhanexus.net/tib/text/K12D0816_H0773
K12D0817=D1101 	H0774 	https://buddhanexus.net/tib/text/K12D0817=D1101_H0774
K12D0818=D1102 	H0775 	https://buddhanexus.net/tib/text/K12D0818=D1102_H0775
K12D0819=D1100 	H0776 	https://buddhanexus.net/tib/text/K12D0819=D1100_H0776
K12D0820 	H0777 	https://buddhanexus.net/tib/text/K12D0820_H0777
K12D0821=D1104 	H0778 	https://buddhanexus.net/tib/text/K12D0821=D1104_H0778
K12D0822=D1105 	H0779 	https://buddhanexus.net/tib/text/K12D0822=D1105_H0779
K12D0823=D1106 	H0780 	https://buddhanexus.net/tib/text/K12D0823=D1106_H0780
K12D0824 	H0781 	https://buddhanexus.net/tib/text/K12D0824_H0781
K12D0825 	H0782 	https://buddhanexus.net/tib/text/K12D0825_H0782
K12D0826=D1103 	H0783 	https://buddhanexus.net/tib/text/K12D0826=D1103_H0783
K12D0827=D1108 	H0784 	https://buddhanexus.net/tib/text/K12D0827=D1108_H0784
K12D0436 	H0785 	https://buddhanexus.net/tib/text/K12D0436_H0785
K12D0x 	H0786 	https://buddhanexus.net/tib/text/K12D0x_H0786
K12D0450 	H0787 	https://buddhanexus.net/tib/text/K12D0450_H0787
K12D0451 	H0788 	https://buddhanexus.net/tib/text/K12D0451_H0788
K12D0452 	H0789 	https://buddhanexus.net/tib/text/K12D0452_H0789
K12D0572=D0993 	H0790 	https://buddhanexus.net/tib/text/K12D0572=D0993_H0790
K12D0653=1062 	H0791 	https://buddhanexus.net/tib/text/K12D0653=1062_H0791
K12D0828 	H0792 	https://buddhanexus.net/tib/text/K12D0828_H0792
K12D0829 	H0793 	https://buddhanexus.net/tib/text/K12D0829_H0793
K12D0830 	H0794 	https://buddhanexus.net/tib/text/K12D0830_H0794
K12D0831 	H0795 	https://buddhanexus.net/tib/text/K12D0831_H0795
K12D0832 	H0796 	https://buddhanexus.net/tib/text/K12D0832_H0796
K12D0833 	H0797 	https://buddhanexus.net/tib/text/K12D0833_H0797
K12D0834 	H0798 	https://buddhanexus.net/tib/text/K12D0834_H0798
K12D0835 	H0799 	https://buddhanexus.net/tib/text/K12D0835_H0799
K12D0836 	H0800 	https://buddhanexus.net/tib/text/K12D0836_H0800
K12D0837 	H0801 	https://buddhanexus.net/tib/text/K12D0837_H0801
K12D0838 	H0802 	https://buddhanexus.net/tib/text/K12D0838_H0802
K12D0839 	H0803 	https://buddhanexus.net/tib/text/K12D0839_H0803
K12D0840 	H0804 	https://buddhanexus.net/tib/text/K12D0840_H0804
K12D0841(1-8) 	H0805 	https://buddhanexus.net/tib/text/K12D0841(1-8)_H0805
K12D0841(1-8)-2 	H0805-2 	https://buddhanexus.net/tib/text/K12D0841(1-8)-2_H0805-2
K12D0841(1-8)-3 	H0805-3 	https://buddhanexus.net/tib/text/K12D0841(1-8)-3_H0805-3
K12D0841(1-8)-4 	H0805-4 	https://buddhanexus.net/tib/text/K12D0841(1-8)-4_H0805-4
K12D0841(1-8)-5 	H0805-5 	https://buddhanexus.net/tib/text/K12D0841(1-8)-5_H0805-5
K12D0841(1-8)-6 	H0805-6 	https://buddhanexus.net/tib/text/K12D0841(1-8)-6_H0805-6
K12D0841(1-8)-7 	H0805-7 	https://buddhanexus.net/tib/text/K12D0841(1-8)-7_H0805-7
K12D0841(1-8)-8A 	H0805-8A 	https://buddhanexus.net/tib/text/K12D0841(1-8)-8A_H0805-8A
K12D0841(1-8)-8B 	H0805-8B 	https://buddhanexus.net/tib/text/K12D0841(1-8)-8B_H0805-8B
K12D0842 	H0806 	https://buddhanexus.net/tib/text/K12D0842_H0806
K12D0843 	H0807 	https://buddhanexus.net/tib/text/K12D0843_H0807
K12D0844 	H0808 	https://buddhanexus.net/tib/text/K12D0844_H0808
T01D1109 		https://buddhanexus.net/tib/text/T01D1109
T01D1110 		https://buddhanexus.net/tib/text/T01D1110
T01D1111 		https://buddhanexus.net/tib/text/T01D1111
T01D1112 		https://buddhanexus.net/tib/text/T01D1112
T01D1113 		https://buddhanexus.net/tib/text/T01D1113
T01D1114 		https://buddhanexus.net/tib/text/T01D1114
T01D1115 		https://buddhanexus.net/tib/text/T01D1115
T01D1116 		https://buddhanexus.net/tib/text/T01D1116
T01D1117 		https://buddhanexus.net/tib/text/T01D1117
T01D1118 		https://buddhanexus.net/tib/text/T01D1118
T01D1119 		https://buddhanexus.net/tib/text/T01D1119
T01D1120 		https://buddhanexus.net/tib/text/T01D1120
T01D1121 		https://buddhanexus.net/tib/text/T01D1121
T01D1122 		https://buddhanexus.net/tib/text/T01D1122
T01D1123 		https://buddhanexus.net/tib/text/T01D1123
T01D1124 		https://buddhanexus.net/tib/text/T01D1124
T01D1125 		https://buddhanexus.net/tib/text/T01D1125
T01D1126 		https://buddhanexus.net/tib/text/T01D1126
T01D1127 		https://buddhanexus.net/tib/text/T01D1127
T01D1128 		https://buddhanexus.net/tib/text/T01D1128
T01D1129 		https://buddhanexus.net/tib/text/T01D1129
T01D1130 		https://buddhanexus.net/tib/text/T01D1130
T01D1131 		https://buddhanexus.net/tib/text/T01D1131
T01D1132 		https://buddhanexus.net/tib/text/T01D1132
T01D1133 		https://buddhanexus.net/tib/text/T01D1133
T01D1134 		https://buddhanexus.net/tib/text/T01D1134
T01D1135 		https://buddhanexus.net/tib/text/T01D1135
T01D1136 		https://buddhanexus.net/tib/text/T01D1136
T01D1137 		https://buddhanexus.net/tib/text/T01D1137
T01D1138 		https://buddhanexus.net/tib/text/T01D1138
T01D1139 		https://buddhanexus.net/tib/text/T01D1139
T01D1140 		https://buddhanexus.net/tib/text/T01D1140
T01D1141 		https://buddhanexus.net/tib/text/T01D1141
T01D1142 		https://buddhanexus.net/tib/text/T01D1142
T01D1143 		https://buddhanexus.net/tib/text/T01D1143
T01D1144 		https://buddhanexus.net/tib/text/T01D1144
T01D1145 		https://buddhanexus.net/tib/text/T01D1145
T01D1146 		https://buddhanexus.net/tib/text/T01D1146
T01D1147 		https://buddhanexus.net/tib/text/T01D1147
T01D1148 		https://buddhanexus.net/tib/text/T01D1148
T01D1149 		https://buddhanexus.net/tib/text/T01D1149
T01D1150 		https://buddhanexus.net/tib/text/T01D1150
T01D1151 		https://buddhanexus.net/tib/text/T01D1151
T01D1152 		https://buddhanexus.net/tib/text/T01D1152
T01D1153 		https://buddhanexus.net/tib/text/T01D1153
T01D1154 		https://buddhanexus.net/tib/text/T01D1154
T01D1155 		https://buddhanexus.net/tib/text/T01D1155
T01D1156 		https://buddhanexus.net/tib/text/T01D1156
T01D1157 		https://buddhanexus.net/tib/text/T01D1157
T01D1158 		https://buddhanexus.net/tib/text/T01D1158
T01D1159 		https://buddhanexus.net/tib/text/T01D1159
T01D1160 		https://buddhanexus.net/tib/text/T01D1160
T01D1161 		https://buddhanexus.net/tib/text/T01D1161
T01D1162 		https://buddhanexus.net/tib/text/T01D1162
T01D1163 		https://buddhanexus.net/tib/text/T01D1163
T01D1164 		https://buddhanexus.net/tib/text/T01D1164
T01D1165 		https://buddhanexus.net/tib/text/T01D1165
T01D1166 		https://buddhanexus.net/tib/text/T01D1166
T01D1167 		https://buddhanexus.net/tib/text/T01D1167
T01D1168 		https://buddhanexus.net/tib/text/T01D1168
T01D1169 		https://buddhanexus.net/tib/text/T01D1169
T01D1170 		https://buddhanexus.net/tib/text/T01D1170
T01D1171 		https://buddhanexus.net/tib/text/T01D1171
T01D1172 		https://buddhanexus.net/tib/text/T01D1172
T01D1173 		https://buddhanexus.net/tib/text/T01D1173
T01D1174 		https://buddhanexus.net/tib/text/T01D1174
T01D1175 		https://buddhanexus.net/tib/text/T01D1175
T01D1176 		https://buddhanexus.net/tib/text/T01D1176
T01D1177 		https://buddhanexus.net/tib/text/T01D1177
T01D1178 		https://buddhanexus.net/tib/text/T01D1178
T01D1179 		https://buddhanexus.net/tib/text/T01D1179
T02D1180 		https://buddhanexus.net/tib/text/T02D1180
T02D1181 		https://buddhanexus.net/tib/text/T02D1181
T02D1182 		https://buddhanexus.net/tib/text/T02D1182
T02D1183 		https://buddhanexus.net/tib/text/T02D1183
T02D1184 		https://buddhanexus.net/tib/text/T02D1184
T02D1185 		https://buddhanexus.net/tib/text/T02D1185
T02D1186 		https://buddhanexus.net/tib/text/T02D1186
T02D1187 		https://buddhanexus.net/tib/text/T02D1187
T02D1188 		https://buddhanexus.net/tib/text/T02D1188
T02D1189 		https://buddhanexus.net/tib/text/T02D1189
T02D1190 		https://buddhanexus.net/tib/text/T02D1190
T02D1191 		https://buddhanexus.net/tib/text/T02D1191
T02D1192 		https://buddhanexus.net/tib/text/T02D1192
T02D1193 		https://buddhanexus.net/tib/text/T02D1193
T02D1194 		https://buddhanexus.net/tib/text/T02D1194
T02D1195 		https://buddhanexus.net/tib/text/T02D1195
T02D1196 		https://buddhanexus.net/tib/text/T02D1196
T02D1197 		https://buddhanexus.net/tib/text/T02D1197
T02D1198 		https://buddhanexus.net/tib/text/T02D1198
T02D1199 		https://buddhanexus.net/tib/text/T02D1199
T02D1200 		https://buddhanexus.net/tib/text/T02D1200
T02D1201 		https://buddhanexus.net/tib/text/T02D1201
T02D1202 		https://buddhanexus.net/tib/text/T02D1202
T02D1203 		https://buddhanexus.net/tib/text/T02D1203
T02D1204 		https://buddhanexus.net/tib/text/T02D1204
T02D1205 		https://buddhanexus.net/tib/text/T02D1205
T02D1206 		https://buddhanexus.net/tib/text/T02D1206
T02D1207 		https://buddhanexus.net/tib/text/T02D1207
T02D1208 		https://buddhanexus.net/tib/text/T02D1208
T02D1209 		https://buddhanexus.net/tib/text/T02D1209
T02D1210 		https://buddhanexus.net/tib/text/T02D1210
T02D1211 		https://buddhanexus.net/tib/text/T02D1211
T02D1212 		https://buddhanexus.net/tib/text/T02D1212
T02D1213 		https://buddhanexus.net/tib/text/T02D1213
T02D1214 		https://buddhanexus.net/tib/text/T02D1214
T02D1215=D1606 		https://buddhanexus.net/tib/text/T02D1215=D1606
T02D1216 		https://buddhanexus.net/tib/text/T02D1216
T02D1217 		https://buddhanexus.net/tib/text/T02D1217
T02D1218 		https://buddhanexus.net/tib/text/T02D1218
T02D1219 		https://buddhanexus.net/tib/text/T02D1219
T02D1220 		https://buddhanexus.net/tib/text/T02D1220
T02D1221 		https://buddhanexus.net/tib/text/T02D1221
T02D1222 		https://buddhanexus.net/tib/text/T02D1222
T02D1223 		https://buddhanexus.net/tib/text/T02D1223
T02D1224 		https://buddhanexus.net/tib/text/T02D1224
T02D1225 		https://buddhanexus.net/tib/text/T02D1225
T02D1226 		https://buddhanexus.net/tib/text/T02D1226
T02D1227 		https://buddhanexus.net/tib/text/T02D1227
T02D1228 		https://buddhanexus.net/tib/text/T02D1228
T02D1229 		https://buddhanexus.net/tib/text/T02D1229
T02D1230 		https://buddhanexus.net/tib/text/T02D1230
T02D1231 		https://buddhanexus.net/tib/text/T02D1231
T02D1232 		https://buddhanexus.net/tib/text/T02D1232
T02D1233 		https://buddhanexus.net/tib/text/T02D1233
T02D1234 		https://buddhanexus.net/tib/text/T02D1234
T02D1235 		https://buddhanexus.net/tib/text/T02D1235
T02D1236 		https://buddhanexus.net/tib/text/T02D1236
T02D1237 		https://buddhanexus.net/tib/text/T02D1237
T02D1238 		https://buddhanexus.net/tib/text/T02D1238
T02D1239 		https://buddhanexus.net/tib/text/T02D1239
T02D1240 		https://buddhanexus.net/tib/text/T02D1240
T02D1241 		https://buddhanexus.net/tib/text/T02D1241
T02D1242 		https://buddhanexus.net/tib/text/T02D1242
T02D1243 		https://buddhanexus.net/tib/text/T02D1243
T02D1244 		https://buddhanexus.net/tib/text/T02D1244
T02D1245 		https://buddhanexus.net/tib/text/T02D1245
T02D1246 		https://buddhanexus.net/tib/text/T02D1246
T02D1247 		https://buddhanexus.net/tib/text/T02D1247
T02D1248 		https://buddhanexus.net/tib/text/T02D1248
T02D1249 		https://buddhanexus.net/tib/text/T02D1249
T02D1250 		https://buddhanexus.net/tib/text/T02D1250
T02D1251 		https://buddhanexus.net/tib/text/T02D1251
T02D1252 		https://buddhanexus.net/tib/text/T02D1252
T02D1253 		https://buddhanexus.net/tib/text/T02D1253
T02D1254 		https://buddhanexus.net/tib/text/T02D1254
T02D1255 		https://buddhanexus.net/tib/text/T02D1255
T02D1256 		https://buddhanexus.net/tib/text/T02D1256
T02D1257 		https://buddhanexus.net/tib/text/T02D1257
T02D1258 		https://buddhanexus.net/tib/text/T02D1258
T02D1259 		https://buddhanexus.net/tib/text/T02D1259
T02D1260 		https://buddhanexus.net/tib/text/T02D1260
T02D1261 		https://buddhanexus.net/tib/text/T02D1261
T02D1262 		https://buddhanexus.net/tib/text/T02D1262
T02D1263 		https://buddhanexus.net/tib/text/T02D1263
T02D1264 		https://buddhanexus.net/tib/text/T02D1264
T02D1265 		https://buddhanexus.net/tib/text/T02D1265
T02D1266 		https://buddhanexus.net/tib/text/T02D1266
T02D1267 		https://buddhanexus.net/tib/text/T02D1267
T02D1268 		https://buddhanexus.net/tib/text/T02D1268
T02D1269 		https://buddhanexus.net/tib/text/T02D1269
T02D1270 		https://buddhanexus.net/tib/text/T02D1270
T02D1271 		https://buddhanexus.net/tib/text/T02D1271
T02D1272 		https://buddhanexus.net/tib/text/T02D1272
T02D1273 		https://buddhanexus.net/tib/text/T02D1273
T02D1274 		https://buddhanexus.net/tib/text/T02D1274
T02D1275 		https://buddhanexus.net/tib/text/T02D1275
T02D1276 		https://buddhanexus.net/tib/text/T02D1276
T02D1277 		https://buddhanexus.net/tib/text/T02D1277
T02D1278 		https://buddhanexus.net/tib/text/T02D1278
T02D1279 		https://buddhanexus.net/tib/text/T02D1279
T02D1280 		https://buddhanexus.net/tib/text/T02D1280
T02D1281 		https://buddhanexus.net/tib/text/T02D1281
T02D1282 		https://buddhanexus.net/tib/text/T02D1282
T02D1283 		https://buddhanexus.net/tib/text/T02D1283
T02D1284 		https://buddhanexus.net/tib/text/T02D1284
T02D1285 		https://buddhanexus.net/tib/text/T02D1285
T02D1286 		https://buddhanexus.net/tib/text/T02D1286
T02D1287 		https://buddhanexus.net/tib/text/T02D1287
T02D1288 		https://buddhanexus.net/tib/text/T02D1288
T02D1289 		https://buddhanexus.net/tib/text/T02D1289
T02D1290 		https://buddhanexus.net/tib/text/T02D1290
T02D1291 		https://buddhanexus.net/tib/text/T02D1291
T02D1292 		https://buddhanexus.net/tib/text/T02D1292
T02D1293 		https://buddhanexus.net/tib/text/T02D1293
T02D1294 		https://buddhanexus.net/tib/text/T02D1294
T02D1295 		https://buddhanexus.net/tib/text/T02D1295
T02D1296 		https://buddhanexus.net/tib/text/T02D1296
T02D1297 		https://buddhanexus.net/tib/text/T02D1297
T02D1298 		https://buddhanexus.net/tib/text/T02D1298
T02D1299 		https://buddhanexus.net/tib/text/T02D1299
T02D1300 		https://buddhanexus.net/tib/text/T02D1300
T02D1301 		https://buddhanexus.net/tib/text/T02D1301
T02D1302 		https://buddhanexus.net/tib/text/T02D1302
T02D1303 		https://buddhanexus.net/tib/text/T02D1303
T02D1304 		https://buddhanexus.net/tib/text/T02D1304
T02D1305 		https://buddhanexus.net/tib/text/T02D1305
T02D1306 		https://buddhanexus.net/tib/text/T02D1306
T02D1307 		https://buddhanexus.net/tib/text/T02D1307
T02D1308 		https://buddhanexus.net/tib/text/T02D1308
T02D1309 		https://buddhanexus.net/tib/text/T02D1309
T02D1310 		https://buddhanexus.net/tib/text/T02D1310
T02D1311 		https://buddhanexus.net/tib/text/T02D1311
T02D1312 		https://buddhanexus.net/tib/text/T02D1312
T02D1313 		https://buddhanexus.net/tib/text/T02D1313
T02D1314 		https://buddhanexus.net/tib/text/T02D1314
T02D1315 		https://buddhanexus.net/tib/text/T02D1315
T02D1316 		https://buddhanexus.net/tib/text/T02D1316
T02D1317 		https://buddhanexus.net/tib/text/T02D1317
T02D1318 		https://buddhanexus.net/tib/text/T02D1318
T02D1319 		https://buddhanexus.net/tib/text/T02D1319
T02D1320b 		https://buddhanexus.net/tib/text/T02D1320b
T02D1320a 		https://buddhanexus.net/tib/text/T02D1320a
T02D1321 		https://buddhanexus.net/tib/text/T02D1321
T02D1322 		https://buddhanexus.net/tib/text/T02D1322
T02D1323 		https://buddhanexus.net/tib/text/T02D1323
T02D1324 		https://buddhanexus.net/tib/text/T02D1324
T02D1325 		https://buddhanexus.net/tib/text/T02D1325
T02D1326 		https://buddhanexus.net/tib/text/T02D1326
T02D1327 		https://buddhanexus.net/tib/text/T02D1327
T02D1328 		https://buddhanexus.net/tib/text/T02D1328
T02D1329 		https://buddhanexus.net/tib/text/T02D1329
T02D1330 		https://buddhanexus.net/tib/text/T02D1330
T02D1331 		https://buddhanexus.net/tib/text/T02D1331
T02D1332 		https://buddhanexus.net/tib/text/T02D1332
T02D1333 		https://buddhanexus.net/tib/text/T02D1333
T02D1334 		https://buddhanexus.net/tib/text/T02D1334
T02D1335 		https://buddhanexus.net/tib/text/T02D1335
T02D1336 		https://buddhanexus.net/tib/text/T02D1336
T02D1337 		https://buddhanexus.net/tib/text/T02D1337
T02D1338 		https://buddhanexus.net/tib/text/T02D1338
T02D1339 		https://buddhanexus.net/tib/text/T02D1339
T02D1340 		https://buddhanexus.net/tib/text/T02D1340
T02D1341 		https://buddhanexus.net/tib/text/T02D1341
T02D1342 		https://buddhanexus.net/tib/text/T02D1342
T02D1343 		https://buddhanexus.net/tib/text/T02D1343
T02D1344 		https://buddhanexus.net/tib/text/T02D1344
T02D1345 		https://buddhanexus.net/tib/text/T02D1345
T02D1346 		https://buddhanexus.net/tib/text/T02D1346
T02D1347-1 		https://buddhanexus.net/tib/text/T02D1347-1
T02D1347-2 		https://buddhanexus.net/tib/text/T02D1347-2
T02D1348 		https://buddhanexus.net/tib/text/T02D1348
T02D1349 		https://buddhanexus.net/tib/text/T02D1349
T02D1350 		https://buddhanexus.net/tib/text/T02D1350
T02D1351 		https://buddhanexus.net/tib/text/T02D1351
T02D1352 		https://buddhanexus.net/tib/text/T02D1352
T02D1353 		https://buddhanexus.net/tib/text/T02D1353
T02D1354 		https://buddhanexus.net/tib/text/T02D1354
T02D1355 		https://buddhanexus.net/tib/text/T02D1355
T02D1356 		https://buddhanexus.net/tib/text/T02D1356
T02D1357 		https://buddhanexus.net/tib/text/T02D1357
T02D1358 		https://buddhanexus.net/tib/text/T02D1358
T02D1359 		https://buddhanexus.net/tib/text/T02D1359
T02D1360 		https://buddhanexus.net/tib/text/T02D1360
T02D1361 		https://buddhanexus.net/tib/text/T02D1361
T02D1362 		https://buddhanexus.net/tib/text/T02D1362
T02D1363 		https://buddhanexus.net/tib/text/T02D1363
T02D1364 		https://buddhanexus.net/tib/text/T02D1364
T02D1365 		https://buddhanexus.net/tib/text/T02D1365
